county_fips,incidentId,declaration_count,declaration_numbers
45033,2014020901,2,"3369, 4166"
45033,2015093001,2,"3373, 4241"
45033,2016092802,2,"3378, 4286"
45033,2017083101,2,"3386, 4346"
45033,2018090602,2,"3400, 4394"
45033,2019082401,2,"3421, 4464"
45033,2020030901,2,"3470, 4492"
45033,2022092201,2,"3585, 4677"
45033,2024072801,2,"3606, 4835"
45035,2014020901,2,"3369, 4166"
45035,2015093001,2,"3373, 4241"
45035,2016092802,2,"3378, 4286"
45035,2017083101,2,"3386, 4346"
45035,2018090602,2,"3400, 4394"
45035,2019082401,2,"3421, 4464"
45035,2020030901,2,"3470, 4492"
