county_fips,incidentId,declaration_count,declaration_numbers
01001,2011042505,2,"1971, 3319"
01001,2017100401,2,"3394, 4349"
01001,2020030901,2,"3472, 4503"
01003,2011042505,2,"1971, 3319"
01003,2017100401,2,"3394, 4349"
01003,2020030901,2,"3472, 4503"
01003,2020091301,2,"3545, 4563"
01005,2011042505,2,"1971, 3319"
01005,2020030901,2,"3472, 4503"
01005,2020091301,2,"3545, 4563"
01007,2011042505,2,"1971, 3319"
01007,2020030901,2,"3472, 4503"
01009,2011042505,2,"1971, 3319"
01009,2020030901,2,"3472, 4503"
01011,2011042505,2,"1971, 3319"
01011,2020030901,2,"3472, 4503"
01013,2011042505,2,"1971, 3319"
01013,2020030901,2,"3472, 4503"
01013,2020091301,2,"3545, 4563"
01015,2011042505,2,"1971, 3319"
01015,2020030901,2,"3472, 4503"
01017,2011042505,2,"1971, 3319"
01017,2020030901,2,"3472, 4503"
01019,2011042505,2,"1971, 3319"
01019,2020030901,2,"3472, 4503"
01021,2011042505,2,"1971, 3319"
01021,2020030901,2,"3472, 4503"
01023,2011042505,2,"1971, 3319"
01023,2017100401,2,"3394, 4349"
01023,2020030901,2,"3472, 4503"
01025,2011042505,2,"1971, 3319"
01025,2017100401,2,"3394, 4349"
01025,2020030901,2,"3472, 4503"
01025,2020091301,2,"3545, 4563"
01027,2011042505,2,"1971, 3319"
01027,2020030901,2,"3472, 4503"
01029,2011042505,2,"1971, 3319"
01029,2020030901,2,"3472, 4503"
01031,2011042505,2,"1971, 3319"
01031,2020030901,2,"3472, 4503"
01031,2020091301,2,"3545, 4563"
01033,2011042505,2,"1971, 3319"
01033,2020030901,2,"3472, 4503"
01035,2011042505,2,"1971, 3319"
01035,2020030901,2,"3472, 4503"
01035,2020091301,2,"3545, 4563"
01037,2011042505,2,"1971, 3319"
01037,2020030901,2,"3472, 4503"
01039,2011042505,2,"1971, 3319"
01039,2020030901,2,"3472, 4503"
01039,2020091301,2,"3545, 4563"
01041,2011042505,2,"1971, 3319"
01041,2020030901,2,"3472, 4503"
01041,2020091301,2,"3545, 4563"
01043,2011042505,2,"1971, 3319"
01043,2020030901,2,"3472, 4503"
01045,2011042505,2,"1971, 3319"
01045,2018100601,2,"3407, 4406"
01045,2020030901,2,"3472, 4503"
01047,2011042505,2,"1971, 3319"
01047,2017100401,2,"3394, 4349"
01047,2020030901,2,"3472, 4503"
01049,2011042505,2,"1971, 3319"
01049,2020030901,2,"3472, 4503"
01051,2011042505,2,"1971, 3319"
01051,2020030901,2,"3472, 4503"
01053,2011042505,2,"1971, 3319"
01053,2020030901,2,"3472, 4503"
01053,2020091301,2,"3545, 4563"
01055,2011042505,2,"1971, 3319"
01055,2020030901,2,"3472, 4503"
01057,2011042505,2,"1971, 3319"
01057,2020030901,2,"3472, 4503"
01059,2011042505,2,"1971, 3319"
01059,2020030901,2,"3472, 4503"
01061,2011042505,2,"1971, 3319"
01061,2018100601,2,"3407, 4406"
01061,2020030901,2,"3472, 4503"
01061,2020091301,2,"3545, 4563"
01063,2011042505,2,"1971, 3319"
01063,2020030901,2,"3472, 4503"
01065,2011042505,2,"1971, 3319"
01065,2020030901,2,"3472, 4503"
01067,2011042505,2,"1971, 3319"
01067,2018100601,2,"3407, 4406"
01067,2020030901,2,"3472, 4503"
01069,2011042505,2,"1971, 3319"
01069,2018100601,2,"3407, 4406"
01069,2020030901,2,"3472, 4503"
01069,2020091301,2,"3545, 4563"
01071,2011042505,2,"1971, 3319"
01071,2020030901,2,"3472, 4503"
01073,2011042505,2,"1971, 3319"
01073,2020030901,2,"3472, 4503"
01075,2011042505,2,"1971, 3319"
01075,2020030901,2,"3472, 4503"
01077,2011042505,2,"1971, 3319"
01077,2020030901,2,"3472, 4503"
01079,2011042505,2,"1971, 3319"
01079,2020030901,2,"3472, 4503"
01081,2011042505,2,"1971, 3319"
01081,2020030901,2,"3472, 4503"
01083,2011042505,2,"1971, 3319"
01083,2020030901,2,"3472, 4503"
01085,2011042505,2,"1971, 3319"
01085,2020030901,2,"3472, 4503"
01087,2011042505,2,"1971, 3319"
01087,2017100401,2,"3394, 4349"
01087,2020030901,2,"3472, 4503"
01089,2011042505,2,"1971, 3319"
01089,2020030901,2,"3472, 4503"
01091,2011042505,2,"1971, 3319"
01091,2020030901,2,"3472, 4503"
01093,2011042505,2,"1971, 3319"
01093,2020030901,2,"3472, 4503"
01095,2011042505,2,"1971, 3319"
01095,2020030901,2,"3472, 4503"
01097,2011042505,2,"1971, 3319"
01097,2017100401,2,"3394, 4349"
01097,2018100601,2,"3407, 4406"
01097,2020030901,2,"3472, 4503"
01097,2020091301,2,"3545, 4563"
01099,2011042505,2,"1971, 3319"
01099,2020030901,2,"3472, 4503"
01099,2020091301,2,"3545, 4563"
01101,2011042505,2,"1971, 3319"
01101,2020030901,2,"3472, 4503"
01103,2011042505,2,"1971, 3319"
01103,2020030901,2,"3472, 4503"
01105,2011042505,2,"1971, 3319"
01105,2020030901,2,"3472, 4503"
01107,2011042505,2,"1971, 3319"
01107,2020030901,2,"3472, 4503"
01109,2011042505,2,"1971, 3319"
01109,2020030901,2,"3472, 4503"
01109,2020091301,2,"3545, 4563"
01111,2011042505,2,"1971, 3319"
01111,2020030901,2,"3472, 4503"
01113,2011042505,2,"1971, 3319"
01113,2020030901,2,"3472, 4503"
01115,2011042505,2,"1971, 3319"
01115,2020030901,2,"3472, 4503"
01117,2011042505,2,"1971, 3319"
01117,2020030901,2,"3472, 4503"
01119,2011042505,2,"1971, 3319"
01119,2020030901,2,"3472, 4503"
01121,2011042505,2,"1971, 3319"
01121,2020030901,2,"3472, 4503"
01123,2011042505,2,"1971, 3319"
01123,2020030901,2,"3472, 4503"
01125,2011042505,2,"1971, 3319"
01125,2020030901,2,"3472, 4503"
01127,2011042505,2,"1971, 3319"
01127,2020030901,2,"3472, 4503"
01129,2011042505,2,"1971, 3319"
01129,2017100401,2,"3394, 4349"
01129,2020030901,2,"3472, 4503"
01131,2011042505,2,"1971, 3319"
01131,2020030901,2,"3472, 4503"
01133,2011042505,2,"1971, 3319"
01133,2020030901,2,"3472, 4503"
02000,2018113001,2,"3410, 4413"
02000,2020030901,2,"3446, 4533"
02000,2025101101,2,"4893, 4912"
04001,2010012101,2,"1888, 3307"
04001,2020030901,7,"3442, 3460, 3478, 4524, 4525, 4529, 4582"
04003,2020030901,2,"3442, 4524"
04005,2010012101,2,"1888, 3307"
04005,2020030901,7,"3442, 3460, 3478, 4524, 4525, 4529, 4582"
04007,2020030901,2,"3442, 4524"
04007,2024071201,2,"4833, 5508"
04009,2020030901,2,"3442, 4524"
04009,2024071201,2,"4833, 5508"
04011,2020030901,2,"3442, 4524"
04012,2020030901,2,"3442, 4524"
04013,2020030901,2,"3442, 4524"
04015,2020030901,4,"3442, 3443, 4523, 4524"
04017,2010012101,2,"1888, 3307"
04017,2020030901,7,"3442, 3460, 3478, 4524, 4525, 4529, 4582"
04019,2020030901,2,"3442, 4524"
04021,2020030901,2,"3442, 4524"
04021,2024071201,2,"4833, 5508"
04023,2020030901,2,"3442, 4524"
04025,2020030901,2,"3442, 4524"
04027,2020030901,2,"3442, 4524"
05001,2019052601,2,"3414, 4441"
05001,2020030901,2,"3461, 4518"
05003,2020030901,2,"3461, 4518"
05005,2009012601,2,"1819, 3301"
05005,2020030901,2,"3461, 4518"
05007,2009012601,2,"1819, 3301"
05007,2020030901,2,"3461, 4518"
05009,2009012601,2,"1819, 3301"
05009,2020030901,2,"3461, 4518"
05011,2020030901,2,"3461, 4518"
05013,2020030901,2,"3461, 4518"
05015,2009012601,2,"1819, 3301"
05015,2020030901,2,"3461, 4518"
05017,2019052601,2,"3414, 4441"
05017,2020030901,2,"3461, 4518"
05019,2020030901,2,"3461, 4518"
05021,2009012601,2,"1819, 3301"
05021,2020030901,2,"3461, 4518"
05023,2009012601,2,"1819, 3301"
05023,2020030901,2,"3461, 4518"
05025,2020030901,2,"3461, 4518"
05027,2020030901,2,"3461, 4518"
05029,2009012601,2,"1819, 3301"
05029,2019052601,2,"3414, 4441"
05029,2020030901,2,"3461, 4518"
05031,2009012601,2,"1819, 3301"
05031,2020030901,2,"3461, 4518"
05033,2009012601,2,"1819, 3301"
05033,2019052601,2,"3414, 4441"
05033,2020030901,2,"3461, 4518"
05035,2020030901,2,"3461, 4518"
05037,2009012601,2,"1819, 3301"
05037,2020030901,2,"3461, 4518"
05039,2020030901,2,"3461, 4518"
05041,2019052601,2,"3414, 4441"
05041,2020030901,2,"3461, 4518"
05043,2020030901,2,"3461, 4518"
05045,2019052601,2,"3414, 4441"
05045,2020030901,2,"3461, 4518"
05047,2009012601,2,"1819, 3301"
05047,2019052601,2,"3414, 4441"
05047,2020030901,2,"3461, 4518"
05049,2009012601,2,"1819, 3301"
05049,2020030901,2,"3461, 4518"
05051,2020030901,2,"3461, 4518"
05053,2020030901,2,"3461, 4518"
05055,2009012601,2,"1819, 3301"
05055,2020030901,2,"3461, 4518"
05057,2020030901,2,"3461, 4518"
05059,2020030901,2,"3461, 4518"
05061,2020030901,2,"3461, 4518"
05063,2009012601,2,"1819, 3301"
05063,2020030901,2,"3461, 4518"
05065,2009012601,2,"1819, 3301"
05065,2020030901,2,"3461, 4518"
05067,2009012601,2,"1819, 3301"
05067,2020030901,2,"3461, 4518"
05069,2019052601,2,"3414, 4441"
05069,2020030901,2,"3461, 4518"
05071,2009012601,2,"1819, 3301"
05071,2019052601,2,"3414, 4441"
05071,2020030901,2,"3461, 4518"
05073,2020030901,2,"3461, 4518"
05075,2009012601,2,"1819, 3301"
05075,2020030901,2,"3461, 4518"
05077,2020030901,2,"3461, 4518"
05079,2019052601,2,"3414, 4441"
05079,2020030901,2,"3461, 4518"
05081,2020030901,2,"3461, 4518"
05083,2019052601,2,"3414, 4441"
05083,2020030901,2,"3461, 4518"
05085,2020030901,2,"3461, 4518"
05087,2009012601,2,"1819, 3301"
05087,2020030901,2,"3461, 4518"
05089,2009012601,2,"1819, 3301"
05089,2020030901,2,"3461, 4518"
05091,2020030901,2,"3461, 4518"
05093,2009012601,2,"1819, 3301"
05093,2020030901,2,"3461, 4518"
05095,2020030901,2,"3461, 4518"
05097,2020030901,2,"3461, 4518"
05099,2020030901,2,"3461, 4518"
05101,2009012601,2,"1819, 3301"
05101,2020030901,2,"3461, 4518"
05103,2020030901,2,"3461, 4518"
05105,2019052601,2,"3414, 4441"
05105,2020030901,2,"3461, 4518"
05107,2020030901,2,"3461, 4518"
05109,2020030901,2,"3461, 4518"
05111,2009012601,2,"1819, 3301"
05111,2020030901,2,"3461, 4518"
05113,2020030901,2,"3461, 4518"
05115,2009012601,2,"1819, 3301"
05115,2019052601,2,"3414, 4441"
05115,2020030901,2,"3461, 4518"
05117,2020030901,2,"3461, 4518"
05119,2019052601,2,"3414, 4441"
05119,2020030901,2,"3461, 4518"
05121,2009012601,2,"1819, 3301"
05121,2020030901,2,"3461, 4518"
05123,2020030901,2,"3461, 4518"
05125,2020030901,2,"3461, 4518"
05127,2020030901,2,"3461, 4518"
05129,2009012601,2,"1819, 3301"
05129,2020030901,2,"3461, 4518"
05131,2019052601,2,"3414, 4441"
05131,2020030901,2,"3461, 4518"
05133,2020030901,2,"3461, 4518"
05135,2009012601,2,"1819, 3301"
05135,2020030901,2,"3461, 4518"
05137,2009012601,2,"1819, 3301"
05137,2020030901,2,"3461, 4518"
05139,2020030901,2,"3461, 4518"
05141,2009012601,2,"1819, 3301"
05141,2020030901,2,"3461, 4518"
05143,2009012601,2,"1819, 3301"
05143,2020030901,2,"3461, 4518"
05145,2020030901,2,"3461, 4518"
05147,2020030901,2,"3461, 4518"
05149,2019052601,2,"3414, 4441"
05149,2020030901,2,"3461, 4518"
06001,2020030901,2,"3428, 4482"
06001,2023010401,2,"3591, 4683"
06003,2020030901,2,"3428, 4482"
06003,2023030901,2,"3592, 4699"
06005,2020030901,2,"3428, 4482"
06005,2023030901,2,"3592, 4699"
06007,2018110903,2,"3409, 4407"
06007,2020030901,2,"3428, 4482"
06007,2023030901,2,"3592, 4699"
06009,2020030901,2,"3428, 4482"
06009,2023030901,2,"3592, 4699"
06011,2020030901,2,"3428, 4482"
06011,2023010401,2,"3591, 4683"
06013,2020030901,2,"3428, 4482"
06013,2023010401,2,"3591, 4683"
06015,2020030901,2,"3428, 4482"
06015,2023030901,2,"3592, 4699"
06017,2020030901,2,"3428, 4482"
06017,2021081801,3,"3571, 4619, 5413"
06017,2023010401,2,"3591, 4683"
06017,2023030901,2,"3592, 4699"
06019,2020030901,2,"3428, 4482"
06019,2023010401,2,"3591, 4683"
06019,2023030901,2,"3592, 4699"
06021,2020030901,2,"3428, 4482"
06021,2023010401,2,"3591, 4683"
06021,2023030901,2,"3592, 4699"
06023,2020030901,2,"3428, 4482"
06023,2023010401,2,"3591, 4683"
06023,2023030901,2,"3592, 4699"
06025,2020030901,2,"3428, 4482"
06025,2023030901,2,"3592, 4699"
06027,2020030901,2,"3428, 4482"
06027,2023030901,2,"3592, 4699"
06029,2020030901,2,"3428, 4482"
06029,2023030901,2,"3592, 4699"
06031,2020030901,2,"3428, 4482"
06031,2023030901,2,"3592, 4699"
06033,2015091301,2,"4240, 5112"
06033,2020030901,2,"3428, 4482"
06033,2023030901,2,"3592, 4699"
06035,2020030901,2,"3428, 4482"
06037,2017120802,2,"3396, 4353"
06037,2018110903,2,"3409, 4407"
06037,2020030901,2,"3428, 4482"
06037,2023010401,2,"3591, 4683"
06037,2023030901,2,"3592, 4699"
06039,2020030901,2,"3428, 4482"
06039,2023010401,2,"3591, 4683"
06039,2023030901,2,"3592, 4699"
06041,2020030901,2,"3428, 4482"
06041,2023010401,2,"3591, 4683"
06043,2020030901,2,"3428, 4482"
06043,2023010401,2,"3591, 4683"
06043,2023030901,2,"3592, 4699"
06045,2020030901,2,"3428, 4482"
06045,2023010401,2,"3591, 4683"
06045,2023030901,2,"3592, 4699"
06047,2020030901,2,"3428, 4482"
06047,2023010401,2,"3591, 4683"
06047,2023030901,2,"3592, 4699"
06049,2020030901,2,"3428, 4482"
06051,2020030901,2,"3428, 4482"
06051,2023030901,2,"3592, 4699"
06053,2020030901,2,"3428, 4482"
06053,2023010401,2,"3591, 4683"
06053,2023030901,2,"3592, 4699"
06055,2020030901,2,"3428, 4482"
06055,2023010401,2,"3591, 4683"
06055,2023030901,2,"3592, 4699"
06057,2020030901,2,"3428, 4482"
06057,2023030901,2,"3592, 4699"
06059,2020030901,2,"3428, 4482"
06061,2020030901,2,"3428, 4482"
06061,2023010401,2,"3591, 4683"
06063,2020030901,2,"3428, 4482"
06063,2023030901,2,"3592, 4699"
06065,2020030901,4,"3428, 3442, 4482, 4524"
06065,2023081703,2,"4746, 4750"
06067,2020030901,2,"3428, 4482"
06067,2023010401,2,"3591, 4683"
06067,2023030901,2,"3592, 4699"
06069,2020030901,2,"3428, 4482"
06069,2023010401,2,"3591, 4683"
06069,2023030901,2,"3592, 4699"
06071,2020030901,6,"3428, 3442, 3443, 4482, 4523, 4524"
06071,2023030901,2,"3592, 4699"
06073,2017120802,2,"3396, 4353"
06073,2020030901,2,"3428, 4482"
06073,2023010401,2,"3591, 4683"
06075,2020030901,2,"3428, 4482"
06075,2023010401,2,"3591, 4683"
06075,2023030901,2,"3592, 4699"
06077,2020030901,2,"3428, 4482"
06077,2023010401,2,"3591, 4683"
06077,2023030901,2,"3592, 4699"
06079,2020030901,2,"3428, 4482"
06079,2023010401,2,"3591, 4683"
06079,2023030901,2,"3592, 4699"
06081,2020030901,2,"3428, 4482"
06081,2023010401,2,"3591, 4683"
06081,2023030901,2,"3592, 4699"
06083,2017120802,2,"3396, 4353"
06083,2020030901,2,"3428, 4482"
06083,2023010401,2,"3591, 4683"
06083,2023030901,2,"3592, 4699"
06085,2020030901,2,"3428, 4482"
06085,2023010401,2,"3591, 4683"
06085,2023030901,2,"3592, 4699"
06087,2020030901,2,"3428, 4482"
06087,2023010401,2,"3591, 4683"
06087,2023030901,2,"3592, 4699"
06089,2018072401,3,"3398, 4382, 5259"
06089,2020030901,2,"3428, 4482"
06091,2020030901,2,"3428, 4482"
06091,2023030901,2,"3592, 4699"
06093,2020030901,2,"3428, 4482"
06095,2020030901,2,"3428, 4482"
06095,2023010401,2,"3591, 4683"
06097,2020030901,2,"3428, 4482"
06097,2023010401,2,"3591, 4683"
06097,2023030901,2,"3592, 4699"
06099,2020030901,2,"3428, 4482"
06099,2023010401,2,"3591, 4683"
06099,2023030901,2,"3592, 4699"
06101,2020030901,2,"3428, 4482"
06101,2023010401,2,"3591, 4683"
06103,2020030901,2,"3428, 4482"
06103,2023010401,2,"3591, 4683"
06105,2020030901,2,"3428, 4482"
06105,2023030901,2,"3592, 4699"
06107,2020030901,2,"3428, 4482"
06107,2023010401,2,"3591, 4683"
06107,2023030901,2,"3592, 4699"
06109,2013082401,2,"4158, 5049"
06109,2020030901,2,"3428, 4482"
06109,2023030901,2,"3592, 4699"
06111,2017120802,2,"3396, 4353"
06111,2018110903,2,"3409, 4407"
06111,2020030901,2,"3428, 4482"
06111,2023010401,2,"3591, 4683"
06113,2020030901,2,"3428, 4482"
06113,2023010401,2,"3591, 4683"
06115,2020030901,2,"3428, 4482"
08001,2013091201,2,"3365, 4145"
08001,2020030901,2,"3436, 4498"
08003,2020030901,2,"3436, 4498"
08005,2013091201,2,"3365, 4145"
08005,2020030901,2,"3436, 4498"
08007,2020030901,2,"3436, 4498"
08009,2020030901,2,"3436, 4498"
08011,2020030901,2,"3436, 4498"
08013,2013091201,2,"3365, 4145"
08013,2020030901,2,"3436, 4498"
08014,2020030901,2,"3436, 4498"
08015,2020030901,2,"3436, 4498"
08017,2020030901,2,"3436, 4498"
08019,2013091201,2,"3365, 4145"
08019,2020030901,2,"3436, 4498"
08021,2020030901,2,"3436, 4498"
08023,2020030901,2,"3436, 4498"
08025,2020030901,2,"3436, 4498"
08027,2020030901,2,"3436, 4498"
08029,2020030901,2,"3436, 4498"
08031,2013091201,2,"3365, 4145"
08031,2020030901,2,"3436, 4498"
08033,2020030901,2,"3436, 4498"
08035,2020030901,2,"3436, 4498"
08037,2020030901,2,"3436, 4498"
08039,2020030901,2,"3436, 4498"
08041,2013061201,2,"4134, 5027"
08041,2013091201,2,"3365, 4145"
08041,2020030901,2,"3436, 4498"
08043,2013061202,2,"4133, 5028"
08043,2013091201,2,"3365, 4145"
08043,2020030901,2,"3436, 4498"
08045,2020030901,2,"3436, 4498"
08047,2020030901,2,"3436, 4498"
08049,2020030901,2,"3436, 4498"
08051,2020030901,2,"3436, 4498"
08053,2020030901,2,"3436, 4498"
08055,2020030901,2,"3436, 4498"
08057,2020030901,2,"3436, 4498"
08059,2013091201,2,"3365, 4145"
08059,2020030901,2,"3436, 4498"
08061,2020030901,2,"3436, 4498"
08063,2020030901,2,"3436, 4498"
08065,2020030901,2,"3436, 4498"
08067,2020030901,6,"3436, 3460, 3478, 4498, 4525, 4529"
08069,2013091201,2,"3365, 4145"
08069,2020030901,2,"3436, 4498"
08071,2020030901,2,"3436, 4498"
08073,2020030901,2,"3436, 4498"
08075,2013091201,2,"3365, 4145"
08075,2020030901,2,"3436, 4498"
08077,2020030901,2,"3436, 4498"
08079,2020030901,2,"3436, 4498"
08081,2020030901,2,"3436, 4498"
08083,2020030901,6,"3436, 3460, 3478, 4498, 4525, 4529"
08085,2020030901,2,"3436, 4498"
08087,2013091201,2,"3365, 4145"
08087,2020030901,2,"3436, 4498"
08089,2020030901,2,"3436, 4498"
08091,2020030901,2,"3436, 4498"
08093,2020030901,2,"3436, 4498"
08095,2020030901,2,"3436, 4498"
08097,2020030901,2,"3436, 4498"
08099,2020030901,2,"3436, 4498"
08101,2020030901,2,"3436, 4498"
08103,2020030901,2,"3436, 4498"
08105,2020030901,2,"3436, 4498"
08107,2020030901,2,"3436, 4498"
08109,2020030901,2,"3436, 4498"
08111,2020030901,2,"3436, 4498"
08113,2020030901,2,"3436, 4498"
08115,2020030901,2,"3436, 4498"
08117,2020030901,2,"3436, 4498"
08119,2020030901,2,"3436, 4498"
08121,2013091201,2,"3365, 4145"
08121,2020030901,2,"3436, 4498"
08123,2013091201,2,"3365, 4145"
08123,2020030901,2,"3436, 4498"
08125,2020030901,2,"3436, 4498"
09000,2011082401,2,"3331, 4023"
09000,2011103101,2,"3342, 4046"
09000,2012102505,2,"3353, 4087"
09000,2013020801,2,"3361, 4106"
09000,2020030901,2,"3439, 4500"
09000,2020072601,2,"3535, 4580"
09000,2024081901,2,"3612, 4820"
10001,2011082201,2,"3336, 4037"
10001,2012102505,2,"3357, 4090"
10001,2020030901,2,"3449, 4526"
10003,2012102505,2,"3357, 4090"
10003,2020030901,2,"3449, 4526"
10005,2011082201,2,"3336, 4037"
10005,2012102505,2,"3357, 4090"
10005,2020030901,2,"3449, 4526"
11001,2011082201,2,"3337, 4036"
11001,2012102505,2,"3352, 4096"
11001,2020030901,2,"3447, 4502"
12001,2017083101,2,"3385, 4337"
12001,2020030901,2,"3432, 4486"
12001,2022092201,2,"3584, 4673"
12001,2022110701,2,"3587, 4680"
12001,2023082403,2,"3596, 4734"
12001,2024072801,2,"3605, 4806"
12001,2024092301,2,"3615, 4828"
12001,2024100501,2,"3622, 4834"
12003,2017083101,2,"3385, 4337"
12003,2020030901,2,"3432, 4486"
12003,2022092201,2,"3584, 4673"
12003,2023082403,2,"3596, 4734"
12003,2024072801,2,"3605, 4806"
12003,2024100501,2,"3622, 4834"
12005,2017083101,2,"3385, 4337"
12005,2018100601,2,"3405, 4399"
12005,2020030901,2,"3432, 4486"
12005,2020091301,2,"3546, 4564"
12005,2022092201,2,"3584, 4673"
12005,2023082403,2,"3596, 4734"
12005,2024072801,2,"3605, 4806"
12005,2024092301,2,"3615, 4828"
12007,2017083101,2,"3385, 4337"
12007,2020030901,2,"3432, 4486"
12007,2022092201,2,"3584, 4673"
12007,2022110701,2,"3587, 4680"
12007,2023082403,2,"3596, 4734"
12007,2024072801,2,"3605, 4806"
12007,2024092301,2,"3615, 4828"
12007,2024100501,2,"3622, 4834"
12009,2016092802,2,"3377, 4283"
12009,2017083101,2,"3385, 4337"
12009,2019082401,2,"3419, 4468"
12009,2020030901,2,"3432, 4486"
12009,2022092201,2,"3584, 4673"
12009,2022110701,2,"3587, 4680"
12009,2023082403,2,"3596, 4734"
12009,2024072801,2,"3605, 4806"
12009,2024100501,2,"3622, 4834"
12011,2016092802,2,"3377, 4283"
12011,2017083101,4,"3385, 3388, 4337, 4341"
12011,2019082401,3,"3419, 3420, 4468"
12011,2020030901,4,"3432, 3468, 4486, 4545"
12011,2022092201,3,"3584, 4673, 4675"
12011,2022110701,3,"3587, 3588, 4680"
12011,2024100501,4,"3622, 3623, 4834, 4844"
12013,2017083101,2,"3385, 4337"
12013,2018100601,2,"3405, 4399"
12013,2020030901,2,"3432, 4486"
12013,2020091301,2,"3546, 4564"
12013,2022092201,2,"3584, 4673"
12013,2023082403,2,"3596, 4734"
12013,2024072801,2,"3605, 4806"
12013,2024092301,2,"3615, 4828"
12015,2017083101,2,"3385, 4337"
12015,2020030901,2,"3432, 4486"
12015,2022092201,2,"3584, 4673"
12015,2022110701,2,"3587, 4680"
12015,2023082403,2,"3596, 4734"
12015,2024072801,2,"3605, 4806"
12015,2024092301,2,"3615, 4828"
12015,2024100501,2,"3622, 4834"
12017,2017083101,2,"3385, 4337"
12017,2020030901,2,"3432, 4486"
12017,2022092201,2,"3584, 4673"
12017,2022110701,2,"3587, 4680"
12017,2023082403,2,"3596, 4734"
12017,2024072801,2,"3605, 4806"
12017,2024092301,2,"3615, 4828"
12017,2024100501,2,"3622, 4834"
12019,2016092802,2,"3377, 4283"
12019,2017083101,2,"3385, 4337"
12019,2020030901,2,"3432, 4486"
12019,2022092201,2,"3584, 4673"
12019,2022110701,2,"3587, 4680"
12019,2023082403,2,"3596, 4734"
12019,2024072801,2,"3605, 4806"
12019,2024100501,2,"3622, 4834"
12021,2017083101,3,"3385, 4337, 4341"
12021,2019082401,2,"3419, 3420"
12021,2020030901,4,"3432, 3468, 4486, 4545"
12021,2022092201,3,"3584, 4673, 4675"
12021,2022110701,3,"3587, 3588, 4680"
12021,2023082403,2,"3596, 4734"
12021,2024072801,2,"3605, 4806"
12021,2024092301,2,"3615, 4828"
12021,2024100501,4,"3622, 3623, 4834, 4844"
12023,2017083101,2,"3385, 4337"
12023,2020030901,2,"3432, 4486"
12023,2022092201,2,"3584, 4673"
12023,2023082403,2,"3596, 4734"
12023,2024072801,2,"3605, 4806"
12023,2024092301,2,"3615, 4828"
12023,2024100501,2,"3622, 4834"
12027,2017083101,2,"3385, 4337"
12027,2020030901,2,"3432, 4486"
12027,2022092201,2,"3584, 4673"
12027,2022110701,2,"3587, 4680"
12027,2023082403,2,"3596, 4734"
12027,2024072801,2,"3605, 4806"
12027,2024100501,2,"3622, 4834"
12029,2017083101,2,"3385, 4337"
12029,2020030901,2,"3432, 4486"
12029,2022092201,2,"3584, 4673"
12029,2022110701,2,"3587, 4680"
12029,2023082403,2,"3596, 4734"
12029,2024072801,2,"3605, 4806"
12029,2024092301,2,"3615, 4828"
12029,2024100501,2,"3622, 4834"
12031,2016092802,2,"3377, 4283"
12031,2017083101,2,"3385, 4337"
12031,2019082401,2,"3419, 4468"
12031,2020030901,2,"3432, 4486"
12031,2022092201,2,"3584, 4673"
12031,2022110701,2,"3587, 4680"
12031,2023082403,2,"3596, 4734"
12031,2024072801,2,"3605, 4806"
12031,2024100501,2,"3622, 4834"
12033,2017083101,2,"3385, 4337"
12033,2020030901,2,"3432, 4486"
12033,2020091301,2,"3546, 4564"
12033,2022092201,2,"3584, 4673"
12033,2024072801,2,"3605, 4806"
12033,2024092301,2,"3615, 4828"
12035,2016092802,2,"3377, 4283"
12035,2017083101,2,"3385, 4337"
12035,2019082401,2,"3419, 4468"
12035,2020030901,2,"3432, 4486"
12035,2022092201,2,"3584, 4673"
12035,2022110701,2,"3587, 4680"
12035,2023082403,2,"3596, 4734"
12035,2024072801,2,"3605, 4806"
12035,2024100501,2,"3622, 4834"
12037,2017083101,2,"3385, 4337"
12037,2018100601,2,"3405, 4399"
12037,2020030901,2,"3432, 4486"
12037,2020091301,2,"3546, 4564"
12037,2022092201,2,"3584, 4673"
12037,2023082403,2,"3596, 4734"
12037,2024072801,2,"3605, 4806"
12037,2024092301,2,"3615, 4828"
12039,2017083101,2,"3385, 4337"
12039,2018100601,2,"3405, 4399"
12039,2020030901,2,"3432, 4486"
12039,2020091301,2,"3546, 4564"
12039,2022092201,2,"3584, 4673"
12039,2023082403,2,"3596, 4734"
12039,2024072801,2,"3605, 4806"
12039,2024092301,2,"3615, 4828"
12041,2017083101,2,"3385, 4337"
12041,2020030901,2,"3432, 4486"
12041,2022092201,2,"3584, 4673"
12041,2022110701,2,"3587, 4680"
12041,2023082403,2,"3596, 4734"
12041,2024072801,2,"3605, 4806"
12041,2024092301,2,"3615, 4828"
12041,2024100501,2,"3622, 4834"
12043,2017083101,3,"3385, 4337, 4341"
12043,2019082401,2,"3419, 3420"
12043,2020030901,4,"3432, 3468, 4486, 4545"
12043,2022092201,3,"3584, 4673, 4675"
12043,2022110701,3,"3587, 3588, 4680"
12043,2024072801,2,"3605, 4806"
12043,2024100501,4,"3622, 3623, 4834, 4844"
12045,2017083101,2,"3385, 4337"
12045,2018100601,2,"3405, 4399"
12045,2020030901,2,"3432, 4486"
12045,2020091301,2,"3546, 4564"
12045,2022092201,2,"3584, 4673"
12045,2023082403,2,"3596, 4734"
12045,2024072801,2,"3605, 4806"
12045,2024092301,2,"3615, 4828"
12047,2017083101,2,"3385, 4337"
12047,2018100601,2,"3405, 4399"
12047,2020030901,2,"3432, 4486"
12047,2022092201,2,"3584, 4673"
